22:24:38	
Group:0	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:1	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:2	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:3	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:4	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:5	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:6	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:7	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:8	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:9	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:10	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:11	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:12	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:13	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:14	NumChannels:11
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	0
22:24:38	2222
22:24:38	3333
22:24:38	
Group:15	NumChannels:11
22:24:39	0
22:24:39	0
22:24:39	0
22:24:39	0
22:24:39	0
22:24:39	0
22:24:39	0
22:24:39	0
22:24:39	0
22:24:39	2222
22:24:39	3333
22:24:39	
Group:16	NumChannels:11
22:24:39	0
22:24:39	0
